title,author,poem
가을에 쓰는 편지,황남용*NAMNYONG HWANG,"문현 황  남  용
가 을 이 면
흔들리는 나뭇잎조차도
애수에 젖게 하는
고질병으로 시름을 하고
.
들꽃들의 향기가
바람 속에 번지면
오로라의 속살같은 자연에
벌거벗은 영혼을 적십니다
. 
펜촉은 무디어졌지만
바위에 핀
이끼같은 그리움으로
받을이 없는 편지를 쓰고
 
갈증을 삼키던 무지개는
밧줄로 동여맨 정으로
추억의 노래를 부릅니다
 
비에 젖은 태양이
세레나데의 긴 여운으로
무인도의 별처럼 소곤거리고
 
노을 속에 피어오른
하얗게 야윈 햇살은
해풍으로 절여진
그리움의 언어들을 흠모하며
갈바람에 대합창을 합니다"
조그맣고 조그맣게,홍수희,"세상 내가 다만 글자를 읽고 눈물이 나기는 처음이다
마트 주차장 담벼락에 누군가 흘려 쓴 낙서

,

세상 조그맣고 조그만 것들이 생각이 나서
세상 눈물 나게 조그맣고 조그만 것들에 몰래 살며시
마음을 빼앗기기는 또 처음이다"
지나온 날,최영희,"저만치 70여 년의 세월이
마중을 하고

, 돌아보면
스크린에도 없는 것이
내 기억 속에는 한 폭 한 폭의 그림처럼
선명하다

지금은 어디에도,
어디에도 없는 것이
내 기억 속에서만
선명한 그림

나의 전생이었을까."
"어느날, 병원에서",최영희,"우주를 떠도는 별이었지 싶습니다
은빛 머리의 한 여자와 남자
기차역 개찰구 같은
병원, 한편
하얀 의자에 앉아 있습니다

여자는 표 값을 계산하고
다음 여행지로 떠나기 위해
남자의 손을 잡습니다
그 남자,
세 살 적 걸음마 연습하듯
여자의 손을 잡고 일어섭니다

여자는 남자의 손을 잡고
출구를 찾습니다
이 길을 잘 뚫고 나가야
또 다른 여행길에 오를 수 있습니다

그 여자와 그 남자 출구를 향해 갑니다
사라져 가는,,, 그, 여자와 남자
우주를 떠도는 별이지 싶습니다
함께 반짝이는 별이지 싶습니다
영원히 함께할 별이지 싶습니다

은빛 머리의 그 여자와 그 남자
또 다른 곳으로의 여행을 위해
저만치 멀어져 갑니다."
아름다웠었네,민 병련,"꽃의 색깔은 다양하고

꽃의 향기도 다양하고

꽃의 모습도 다양하지만

질투하지 않는다네.

의연한 모습 갖추어질 때

모두 손뼉을 치며 환호성을 지른다네.

각자의 색깔과

각자의 향기를 갖고 있지만

함께 꽃이 필 때 우리는 부르르 떨었지.

꾸밈없는 꽃들이었기에

우리들의 꽃과 향기는

매우 ."
가을 잎의 도리道理,오보영,"오  보  영

 
단풍나무 붉은 잎도
은행나무 노란 잎도
..

떨어지고 나면
모두가 다 같은 

낙엽인 것을..

잠시 나뭇가지에 
붙어있는 동안

다른 잎보다 다소
고운 빛을 낸다고

조금 더 높은
가지 위에 달렸다고

너무 그리
으쓱 대며

뽐내지 말거라

너희 할 바는 그저
각자 머무는 그 자리에서

각기 다른 
자기만의 빛깔을 내면서

가을 숲을 조화로이
가꾸어 가야함이

가을 잎새
너희에게 주어진
  
마땅한 도리라"
처음 꽃송이처럼 한 아름 꿈을  마음에 간직해야 하는 날이 오면,정세일,"처음 꽃송이처럼 한 아름 꿈을
마음에 간직해야 하는 날이 오면 
실 바람의 처음 시작을 생각에 달아두어
덜컹거리는 문풍지에도
기다리는 수필의 편지
노란 은행잎에 가을의 이야기를
코끝이 매워지도록 
밤을 새워 만들어 놓은 고움의 쌓임을
마음에 테두리마다 메꿀 수 있도록
자신을 스스로 기다린
애태움의 처음 글자와의 만남
언젠가는 스스로 잠들 수 있는
처음 숲속들이
메마르고 애태움이 없는 
거친 곳에는 초록색 나무를 베어내고
하얀 덤불을 다시 심어
고운 새들의 아침이 되어
다시 나뭇잎 그림자가
봄과 여름을 노란 시간에 서 있을 수 있는 
이렇게 포근하고 아늑한
꽃향기의 고요함을
오랜 느낌으로 알 수 있도록
아름다움은 오래됨이라는 
고유함을 빗소리에 꽃잎의 아침을 하나둘 가져옵니다.
아름다움의 순간들
어쩌면 그 찬란함에 숨이 멎을 것 같은
하얀 심장의 두근거림
그렇게 꿈의 재료를 만져볼 수 있는 
초록색의 한편에 숨겨놓은
꽃이 피는 분홍색이
노래의 강물을 두드려
오월의 하얀 눈의 생각하는
아카시아 나무가 마음을 만들 수 있는
보라색의 하나의 정교함은 
노란색의 잔잔함을
꽃잎마다 하나씩 세미하고 아름답게
별들의 항아리로 새겨
나비들의 가져온 푸른 하늘의 샘물에
당신의 숲속이라는 하나의 기다림을 만듭니다"
티끌 없는 세상,최남균,
가을 비행선,최남균,
울진찬가,오정방,"동해의 푸른바다 장엄한 일출광경
망양정 월송정은 이름난 관동팔경
왕피천 불영계곡 너무나 아름다워
내고장 경북울진 참으로 좋은지고

 
대게와 송이버섯 손꼽는 지역명품
백암과 덕구온천 유명한 관광자원
원자력 발전소는 국가의 기간산업
내고향 경북울진 정말로 자랑일세

2023. 11. 5"
세월탄가,오정방,"한 달도 달려가고
한 해도 날아간다

어느새 이내 몸이
팔순을 넘겼더냐

세월아 서둘지 말고
쉬엄쉬엄 가다오

2023. 11. 3"
고운 아침이 되어 그리움의 담장을 만들고  푸른 이끼들의,정세일,"고운 아침이 되어 그리움의 담장을 만들고
푸른 이끼들의 
합창이 있는 곳으로
한달음에 달려오는 
노래의 감동이 있는 그런 날은
마음이 있어도
다시 외로워지지 않도록
성급한 바람이 불어오는 그곳이 있어.
다시 불태운
스스로 기다림을 꽃의 시간 속에 넣어  
별빛의 하얀 마음을 
고움으로 덧대어봅니다
이미 아름다움의 만들어 놓은 
노래의 숲속에는
이렇게 찬란한 아침이 많아지고
그중에 숲 사이를 지나온
나뭇잎을 가지고 있는
나비들의 살랑거리는 파도 소리 
가을이라는 테두리 안에 
살며시 바람으로 노래할 수 있는
노란색을 혼자서 
마음에 입히고
그렇게 가을로 먼저 알고 있는 
민들레의 고운 무대는
숲과 아침의 노래를 혼자만의 애태움을 기다립니다.
노래의 비가 오는 풍경 속으로 
꿈이 되어 날아온 나비들의 숲속은 
그리움으로 날아갈 수 있는 
초록색 별들이 빛나고 
애태움과 아련함으로 지어진
초록색의 아침이
이렇게 헌책을 꺼내 읽어주는
순수를 위한
처음 한 줄의 고랑에는
하얀 슬픔처럼 별빛이 고이고
탱자나무 가시에
초록색 그리움이 하나둘 찔린
샘물이 동그라미를 가진
고요함의 언덕으로 보낸 아련함은 나비들의 생각에 있습니다."
행복을 주는 사랑,김덕성,"낙엽이 산산이 흩어지며
사랑을 잃어버린 채 떠나가는
여정이 시작 되고

사랑을 품으면
하잘것없는 사소한 것을 보면서도
마음이 넓어지며 웃음이 절로 나
행복을 감출수가 없고

따사한 가을 햇살로
떠오르는 정다운 사랑의 미소로
아픔만 느껴지던 쓰린 마음에
가을의 향내가 풍기고

괴롭고 아팠던 만큼
아쉬움을 남겼던 애틋한 그리움도
사랑이 머문 따뜻한 가슴에는
행복이 사랑으로 여물면서
행복의 도가니 속으로"
슬픔,박인걸,"낙엽이 발에 밟힌다.
사라져버린 젊은날의 영광이여
짙푸르던 빛깔의 과시여
별처럼 빛나던 형형이여
어찌하여 곤두박질쳐진 채로
돌아갈 수 없는 미아가 되었는고
해는 이미 저물고 허무만 길 위에 뒹굴고
텅 빈 나뭇가지 사이로 바람이 샌다.
무서운 시간에 생명을 갉아 먹히고
마지막 한 잎까지 잃어버렸다.
감추었던 속살을 적나라하게 드러내고
발밑에서 숨을 거두는 생명을 슬퍼한다.
일제히 잎의 죽음을 맞는
목본식물의 이파리들이 너부러진
황금길에는 슬픔이 출렁인다.
해마다 그 일이 반복되는 길목에서
나의 기억은 또렷하다.
한 닢 낙엽이 되어 돌아갈 내 운명이
2023,11,6"
사랑웃음,이영지,"사랑이 도톨도톨 돋아난 돌담길을
돌다가 돌아가다 순이와 딱 마주친
돌이의 이 방안에서 환하다

웃음이 도톨도톨 돋아난 함박웃음
윳다가 시실시실 웃다가 아아쭈우
달이 된 웃음디딤돌 껑충껑충 환하다"
그곳으로 가는 길은,민 병련,"어떻습니까.

수없이 지나왔을 그 길을 어떻게 걸으셨습니까.

그림자는 어떻게 지우셨습니까.

길 따라가는 것도 모르고

다른 곳으로 가야 할 길 또한 모르는데

어느 곳으로 가야만 

님처럼 가벼운 몸으로 갈 수 있겠는지요.

헤매는 것은

이곳이나

저곳이나

똑같은 길이겠지만

발길 내딛기 어렵습니다."
처음 꽃들의 부르는 노래의 순간들이  이렇게 숲을 바라보는,정세일,"처음 꽃들의 부르는 노래의 순간들이
이렇게 숲을 바라보는
그 이상과 시련이 높아지면 
꿈이 기록한 하얀 돌담을 세우고 있는
봄의 손끝이 찾아낸
노란 계단이 
마음에 따듯함을 한 칸씩 쌓을 수 있도록
먼저 걸어간 곳에
민들레의 흐트러진 마음을 모으면
산까치의 높은 곳에는
고운 햇살이 비치는 
새들의 아침이 되는
그 찬란함의 날갯짓으로
하얀 허공을 향해 날아가고 싶은
나무들의 고운 일상이
그림을 그리지 않아도
스스로 그림이 되어
별빛으로 기다려야 하는 마음속에 있습니다
이렇게 꽃들만이 알고 있는
고운 눈매의 비밀
무엇을 바라보아도 
향기의 마음을 담을 수 있는
이슬비 같은 눈물이 있고
그렇게 혼자 깨어있어도
생각의 깊이를 더 할 수 있는
그리움의 높이와 넓이를 덧댈 수 있어.
꿈이 달콤함을 잇는  
노을의 날렵한 펜 끝이면
노래의 숲속에 있는
고운 새들의 느낌을 
살며시 위태로움의 선으로 그어둘 수 있습니다.
그렇게 꽃이 되는 숲에서
이렇게 당신의 마음이 
빗소리의 일부인 것을 알게 되는
때로는 가을로 건너오는
소낙비와 돌다리를 건너오는
아침 햇살이 가져오는 
아름다움의 중심이 이렇게 푸른 날
어느 날 하늘빛이 되어 노래를 하나 가슴에 가두게 됩니다."
12월의 반항.,장수남,"널 위해 반항하는 열정의 숲
미움의 긴 세월 곱게 삭아내라면
들꽃 향 토해내는 새벽 바다.

겨울비 젖은 시간 
우리의 만남은 고독한 눈빛
너와 나의 빈 잔 채워질 때
흠뻑 취한 붉은 조명등이 하얗게 
허공에 불 지핀다..

새벽 두 시 황홀한 몸부림은
열정의 숲. 
지친 항해 난 마지막 순간까지도 
너에게 두 무릎 꿇고 
십이월의 고독한 반항 우린
승자의 쾌감으로 돌아가리라"
단풍의 힘,이남일,"황혼에
아름답게 물드는 것

가장 고울 때
기꺼이 떨구는 것

다시는
돌아보지 않는 것"
황혼 길,문 재학,"찬 기운이 스며드는 가을밤
흐르는 적막을 거느리고
스르르 사색의 창이 열린다.

 삶의 종착역으로 달리는
무정한 세월이
이토록 야속할까.

 만월의 달빛 아래
뒹구는 낙엽의 비명
자꾸만
쓸쓸한 가슴을 할퀴고 있다.

 얼마 남지 않은 여생이지만
심신의 건강을 다독이면서
보이지 않는 내일을 향해
보랏빛 꿈을 꾸면서.

 어떠한 것이
행복한 꽃길인지 헤아리며
보람으로 수놓을 을
단풍처럼 곱게 물들이고 싶어라."
"회개, 생각만 해도",성백군,"낯선 중년 여자가
손에 비닐봉지와 긴 집게를 쥐고
공원 여기저기, 구석구석을 뒤지며 쓰레기를 줍다가
나와 눈이 마주쳤다
내가  이라고 하였더니
여자는    이란다

그래, 사랑하면 무언가를 하게 되는구나
오늘 아침 식탁에서
우유 계란 사과 감자 바나나 오렌지 등
많은 것을 먹었다
입고, 보고, 듣고,
창조주 하나님이 피조물에 주신 모든 것들을 생각하면
하나님 사랑의 크기를 알만한데

우리는 일마다 때마다 하나님을 사랑한다고 하면서
무엇을 했든가
파헤치고, 움켜쥐고, 밀어내고 하면서
피라미드를 세우고, 올라가
하나님 자리를 빼앗으려고 하지 않았든가

이러다간 나중 천국 가기 전에
이 땅에서 지금 지옥으로 살겠다 싶어
회개하려 하였더니
생각만 해도 연애를 갓 시작한 청춘처럼
늙은 마음이 콩닥거립니다

  1258  12302022"
이웃 바로 세우기,성백군,"아파트 길모퉁이를 지나가는데
음식 타는 냄새가 코를 찌른다
저기, 사람이 살고 있었던가
언제나 창문은 닫혀있고
인적이라고는 그림자조차 본 적 없는데

인도, 중국, 일본, 필리핀, 한국 사람
아무렴 어떤가
그냥 지나쳤다가 불이라도 나면
나도 함께 낭패당할 판인데
이리 기웃 저리 기웃
사회적 관습 때문에 비난 받을까 봐
모르는 체한다고 포기가 될 일이든가, 그날 이후
모퉁이만 돌면 자꾸 뒤돌아 보이고
누가 있을까 두리번거리게 되는 것을

저기 온다. 저 사람들
길거리에서 만난 낯모르는 사람이지만
하이, 하고 손을 흔들며 인사를 했더니
그도 몸을 흔들며 아침 햇살처럼 환하게 웃는다

저 모습, 저 냄새가 발전하여
각박한 현대인의 세상살이 인심에
고독사를 예방하는
가 되면 좋겠다.

     1257  12232022"
세월 측량하기,성백군,"칙 폭 칙칙폭폭
울 넘어 들여오는 기적소리가
연말을 재촉합니다
왜 가야 하는지
가는 곳이 어디인지를 알려주지도 않습니다

창 너머 보이는
조각하늘에
낡은 나뭇가지가 걸려 있습니다
몇 안 남은 갈잎이
불어오는 바람에 제 운명을 맡겨 보지만
허사입니다

허공을 나르는 갈까마귀 떼
군무를 이루며 방향을 정하는 것 같더니
금방 구름으로 들어가 보이질 않습니다
길을 잃었나 봅니다

세월, 참 춥습니다
 초겨울 아침이라
이불에서 나오기가 싫습니다
이러다간 세월을 영영 잃어버릴 것 같아
벌떡 일어납니다. 우수수 시간이 떨어지는 소리
칙칙폭폭 세월이 달려듭니다

   1256"
바람과 문의 공생,박종영,"소중한 집 봉창 문을
숭숭 들락거리는 바람의 소리
무모하게 문고리 잡아당기는 소리,

단단하게 버티고 있는 사각의 경계에서
짧게 굵게 또는 아주 싱싱하게
두드려 보는 울림은,
바람이 으스대는 소리의 언어다.

마파람이거나 높새 풍이거나
아니면 드맑은 하늬바람이 낄낄대는 것은
문의 구석으로 은밀하게 숨어드는 바람끼리의 간음이다.

그때마다 간지럼 타는 문설주가 
뒤틀림으로 삐걱거린다.

저거 바람과 문이 공생하는 신음인가
찬찬히 더듬어 살피니
소리의 생명을 몰래 나누고 있었다."
